review,rating,category
ini gimana ya. bisa gak dituker warnanya. sya pesan yang grey yang datang wrna black. tolong infonya . trimakash.,1,laptop
Tolong ya quality control nya. ini head phone yang saya beli sebelah kiri gak ada suara nya. Kecewa sekali saya mau tukar,1,tablet
"beli pas flash sale. ongkir 120 ribu. 2 minggu ditunggu, gak nyampe2. tiba2 order dicancel sepihak dengan alasan paketnya hilang. dana dikembalikan dalam bentuk voucher, akhirnya order lagi dengan harga normal (nambah 148 ribu). 1 minggu kemudian barangnya baru nyampe di tangan.

ini pengalaman berbelanja online terburuk.",1,tablet
salah kirim,1,tablet
hasil camera kurang jernih.. bersemut.. hampir sama dengan merk sebelah yg harga 1juta.. apakah ini hanya terjadi pada hp saya atau semua sama?.,1,tablet
Pengiriman cepat tapi kecewa tidak da kabel USB tdk sesuai dengan gambar,1,laptop
"Barang jelek. Tidak sesuai spek dengan yg sesungguhnya. Sy ingin krmbalikan, mohon petunjuknya. Leletnya kayak kutu. Klo tau begini, biar 100 rb, sy tdk akan beli. Tidak bisa main game, loading melulu, nonton youtube, tersendat sendat. Menyesal aku belinya.",1,tablet
"Hp sdh rusak, LCD dan batery nya.cuma 2 minggu pakae, sekarang bingung mau service kemana?",1,handphone
"Aduh Parah Banget saya sangat sungguh kecewa... Yg pertama Penggiriman sangat lama... terus barang nyh cuma ada 1, 1 lgi nyh mana? kok cuma ngirim 1 jempol doang aduhh... bungkus nyh pas nerima udh sobek duluan aduhhh",1,tablet
"beli ditoko lain aja, estimasi plg lambat tgl 10, tp tgl segitu status masih dalam proses, chat seller jawabnya msh dikonveksi, jd toko ini jual gbr aja, stok TDK ready, pengiriman msh lelet",1,laptop
"barang gak bisa kepake di laptop, gak pas di lobang laptop semuanya.
asli barang gak jelas... untung nyoba dlu satu bungkus tadinya mau beli 4 lusin bakal jual lagi. buat semua yg mau beli, mending jangan deh. karena ini barang gak bakal pas di lubang2 laptop kalian.",1,laptop
barang baru pakek sudah heng,1,handphone
bintang satu berarti apa...kecewa saya,1,handphone
"kaca anti gores nya ....banyak gores goresan,tisue pmbersig nya juga gada .. kecewa saya!!!!",1,tablet
"Saya belum menerima barang paket yang sy terima kosong dan pada saat proses pengembalian dana saya ingin melihat proses pengajuannya dengan salah klik ternyata proses sy dibatalkan. Tolong segera diproses untuk pengajuannya kembali.
Kenapa kok malah jadi sy batalkan.",1,handphone
Barang yg d kirim sangat jauh dg pesanan,1,tablet
Gk sesuai dengan harapan,1,laptop
tas buat anak anak SD pantesnya,1,laptop
sip barang ny sesuai pesanan,1,handphone
barangnya sudah sampai,1,tablet
nokomen pokonya puas gua,1,laptop
batang gak sesuai keyboat macet batrerai gak bisa di carger,1,laptop
